userid,textid
1180886142700392450,50233
1451568496815624193,50234
1049294846270353408,50235
1193844855782424576,50236
3369652228,50237
1398747487259619329,50238
302515511,50239
2553497317,50240
1239485747155132419,49904
733619607290974208,50241
1315131202454597632,48266
1498625776622739461,50242
1290642453977079809,49842
2861455994,50243
1500059372365529088,50244
41343424,50245
2375735826,49771
176642962,49931
83574799,47849
601867002,50246
4364748137,50247
1960110732,50248
1963410164,44144
11947342,50249
916284487926992896,50250
1459818972048670720,50251
842357902673297408,50252
1070236072737730560,50253
1498052130527068163,50254
1498270119142866945,34783
2992849039,50255
1387825833251905536,50256
127632704,49735
1459090008409841680,50257
1494927612212305920,50258
1499908246404009984,34344
1223917056405442560,50259
713836276974227457,50260
1331598474505314304,38319
492595892,50261
120820594,50262
493301711,50263
1451565422243946497,45317
2715457096,50264
305327605,50265
1345076849039331329,45751
3047654775,50266
2527710479,50267
1459647128809222148,50268
2364445263,50269
3511241297,50270
601799419,50271
1226396003298766848,43712
1404849702919716866,50272
950738846,50273
864546176,50274
1455182190778597381,50275
1435333273920626694,50276
180007774,50277
13301942,50278
728840571427622912,45293
1294769786757378048,50279
572553669,50280
307661490,50281
53411028,49068
885086458243158016,48314
284145982,45153
1478067970370945024,50282
2384584512,50283
1364207607691546627,50284
95664521,50285
1457112204663218176,50286
477237327,50287
1010532218719137794,38164
256428329,50288
1442928302084263936,50289
1491046883464466434,50290
1428471958832885765,50291
957769170673836033,50292
416217047,50293
391329975,50294
3326550096,50295
2212772029,49706
836126875,44865
3402534520,45359
1483536414767730690,50296
1499087174285021184,50297
1409904191447834632,50298
631810714,50299
1065746690769125376,50300
1351522272,50301
1396393682517905409,49331
85493141,50302
815784639864406017,50303
41548829,50304
2878042798,50305
920942520389046272,50306
1361250571080986628,50307
1073996961232113667,50308
2355258578,50309
1500077773452361729,50310
598383501,50311
25576161,50312
938429029610291200,50313
234171645,44676
525897759,33208
917530020616208384,50314
1063646964712202241,50315
1132064339861671936,50316
1325064212830322689,50317
255296633,50318
935281196388450305,50319
3404618296,50320
1202288210937823232,50321
2398484508,44830
2308979646,50322
1255234968,50323
87823939,50324
1077647169157562369,50325
1267698364847665153,50326
1243809932220063744,50327
1306941634181955585,23106
19900973,50328
1639918009,50329
5820642,50180
28592159,50330
246442071,45393
1497173124193923075,50331
1437229729090727936,44874
1499319934161199104,50332
294589268,49914
706217521909788672,50333
1317391078056747009,50334
21264915,49984
583638553,50335
882937338069794818,43712
814631901436723201,50336
326486032,50337
1498939397500293130,50338
1496823991318765583,49755
1083852417912000512,50339
2935803623,50340
1471960883316281350,48074
2843743061,50341
158793774,50342
1095490894168510464,50343
58337417,50344
17717593,50345
1090601462508544000,50346
193644707,50347
1499858348690350081,39297
1369033038148100098,50348
1401953780149616644,50349
1498616058835525632,50350
143472685,50351
705243180845895680,50352
1458128359574183936,50353
142697414,40015
1241304418378584065,50122
1164107754,50354
110838368,50355
1155478686583468033,34360
1433815236,50356
3320697341,50357
1338586549626126336,44417
797534131,50099
2445010368,49708
2235916268,44150
414701485,49950
107268982,50358
1560841994,50359
2771971689,50360
45500464,50361
710156648505970688,49949
1498974657667637248,50362
1497175907475210242,50363
786516154361651200,50364
517199271,50365
2842034452,50366
1500096899793178625,50367
1498699235428118529,33260
271084601,49993
213445729,50368
3222584008,50369
2378463686,31726
985649732293943301,50370
1500142147974139909,36209
138546034,50371
1460941062210416646,50372
1485305443807338503,47661
1084434612535943169,39288
1491073593576460288,50373
212323322,50374
761375614704111616,45412
1105475465882595328,50375
257221975,44964
1297940049099722752,50376
1497617014256553984,34314
1500248854993772545,50377
256448479,50378
859767591811915776,44067
2946793296,50379
1448615824944685060,50380
1490101451217113091,50381
1448660658694672393,50382
1667517908,50383
1496932844790235137,17101
58023906,50384
833035440408125440,43834
1279724001867202561,38229
1268019009150222336,50385
1495971850199117827,50386
1499967327374229508,50387
866027372541169664,47347
907485662,50388
1275809564940795906,50389
483506074,49703
104652813,44439
1324441378802323457,50390
196766240,50391
1419913821192441871,50392
760108308405612544,50393
1238801632256811008,43834
4824208840,50394
553643100,44856
1162175584325136385,50395
1258107004930756608,45083
609152640,50396
1363240370709155842,50397
77358236,50398
1363809598608662528,50399
2205120653,50400
2474568865,50078
242898100,49950
139431273,50401
387204647,49830
3958302737,50402
1096031374689988609,50403
919915692375330816,50404
757658635308851200,50405
756285997336432640,50406
1284224322,50407
1308401945804238850,50408
3028695353,38847
232082083,50409
161151263,44067
1010805640032288768,45282
1338588615836913668,50410
1449058046961913860,50411
17674244,50412
1498705638658031627,50413
1270752026645929985,50414
3617809043,50415
1464470568,50416
131083300,50417
1228210045,50418
385034628,49856
1491760423187660805,50419
3880242139,50420
279369580,50421
1156887158239748096,49721
1496765711649288192,50422
1849813795,49733
1358834008000507904,50423
1005909376576704512,44575
1462862654876184581,50424
276207099,50425
188788933,50426
37301624,50427
494612342,50428
158696833,49717
1181699305482129410,50429
466043436,49950
257128895,50430
1427621040746901505,50431
1500177559832694793,50432
1498824015217102852,49779
1240014474947391488,50433
1468328439556218880,49949
1432952013596155906,50434
1390357222203527170,50435
277766643,43834
2519887285,50436
2858152744,50437
318276613,50438
5575662,50439
1388304324032229378,50440
798957494,50441
1205652272820166666,50442
1320781853679255552,43730
1497940379760353284,50443
1659703400,50444
1362427698,50445
1498438979145789441,44024
4221550048,50446
2821103357,50054
4503483681,50447
984157074463608834,50448
1032980885027602433,50449
1259458366180454402,50450
706820958741356544,50451
1478135787480887303,50452
983522148655349765,50453
1376840361792962560,50454
830522265754333184,50455
901158656091279361,50456
1332051835,50457
2705502600,50022
1305420231993561088,50450
1422476571248500740,50458
134794401,50459
1134550993,50460
454142762,50461
14785189,49804
4816548313,50462
1397757057978273792,50463
809656045819883521,44604
1253753005977067520,49779
1499618972064370691,50464
1500056284330143746,50465
1328042272223539200,50466
1361811148794957834,49842
1369912270021623808,50467
1277897930104541184,50468
899699905,43568
1490100826601402372,50469
15443069,50470
1457983253110001664,50471
98669427,50472
3333548891,50473
1497276334309060616,50474
1182032008181977088,50475
791539090873257984,34480
2736275258,50476
788967263621775360,50477
1131598908310708224,50478
4067492957,50479
320562343,50480
541054583,50481
1619919116,49872
1424612753596092419,50482
771752667005591552,50483
1495378336100589571,50484
186564641,50485
845032418100887555,50486
1351581041400561666,50487
1480905181663485955,50488
2328599465,50489
1499732164228927494,50124
3638215945,50490
815613804,50491
1385535759298531331,50092
789235496153067521,50492
1064685838431371266,50493
1372211844,50494
26530748,50495
582243157,50496
183409796,50497
1499887903752790017,50498
2958151728,50499
3233106448,50500
827908976595591168,49830
1031927089,50501
715412321300951040,33731
1434129758909079552,50502
1169608502068727809,50503
1489422588766007298,44887
1463204076934479873,50504
1465399445252722695,50505
801536754222321668,50506
1321120954060279811,33193
1014077497028120576,50507
1331650662879391744,50508
859435916997341184,50492
833769049561694208,50509
1500255913378209795,50510
1433749049283203073,50511
16009072,49945
63660552,50512
1319393699483340800,50513
1322481432703492102,50514
317824399,34451
15977444,45141
1205152284,50515
475451043,50516
1098534604817027072,50092
1307745683911438336,50517
852557380940386304,50418
1496809366766473220,50518
416419321,44756
1189044233648295942,50519
247495419,50520
1411322783108276226,50521
721047603,50522
543788253,50523
121269141,43530
1499800801207853063,50332
1345860768269561856,50524
240649814,50525
91279573,50526
339099005,50527
1435298788449689607,50528
1053476772,50529
1142462714024869888,50530
1128740608225488897,50531
1498433314310574081,50532
206151949,40829
1367818548,50533
1461826921206059020,50534
1471354052805939201,50535
16248545,44851
860390209,50536
1457853810982932484,50537
1438788758313349123,50538
14060132,50539
69068333,50540
1640929952,44374
1310836644946145286,50541
1563599221,50542
982946672098463744,50543
62513681,50544
1280414800917430277,50197
1192880422226710529,50545
191971693,50546
1496497899441692672,50547
991539960,50548
1261344543628288009,43804
1401312802938236928,50549
1447478656540954626,50550
1343182231813173254,50551
1020523352,50552
1058114591526477826,49830
291496884,43834
1371845275724185611,50553
1344022837,43834
1433036571322822665,50554
554001668,50555
1137331911313899520,50439
1042239630215569408,30224
1445990630946131972,50556
398446287,50557
49085614,50558
1156065260,44401
3432097781,50559
963368463539621889,50560
294184988,50561
1478229338839347205,50562
1460162329086103558,50563
1106496495056904193,50512
1046000220348264449,50564
4877733767,50518
1059517055295197190,50565
1418374616754659344,50566
242392615,49830
1497965142067269647,50567
1462842415107252241,50568
1317817981347442690,46510
1169114784,49914
382646724,50569
1461158817215905792,50570
573757471,50571
982268685749383170,49950
1476675844655529993,50572
1442149078041722880,50573
2626236131,50574
108957842,50575
1075142712268111872,50576
2239746757,50577
1487778215095685126,50578
53868814,50579
797014491024281600,50580
1222084828100775945,50581
29129511,50582
6634732,50439
882968240946728965,50583
1232288890767237120,50584
1371000860826816514,50585
821026654256435200,50586
94392541,50587
397189853,50588
37786023,50589
935280564541812736,49931
4139938163,50313
1354535331312369669,50107
1110269952752271360,50590
1494293905084497928,50591
17540640,50592
1066838385141141505,50593
188477173,44224
1458810852753088515,50594
1481761309225930752,50595
438612288,50098
998837054,50596
985831451215171584,50597
1497107089587683341,50598
715465605713821697,50599
1211918313174908928,50600
1500177559832694793,50601
1022798673745510400,50602
421380809,50603
1197250956573859840,50604
1049567721933950976,50605
225423130,50606
495202725,50607
27677222,50608
1172872568316911616,50609
1498215274922790912,50610
442488655,50611
810801777704632320,49740
1392292371690184705,50612
824463862380503041,32377
3971340012,46369
27231745,50613
258856900,50614
3026990185,50615
1463080723989114882,50616
1490934363428696064,49708
4304992235,50617
109065529,50618
705933615658479617,43834
1323269181412909057,50276
475930507,50619
1037364883199733760,50620
1905102170,50621
86211642,50622
1613327708,49779
1485693106204950530,50623
1493371799026819073,45269
21776449,50624
2824909382,50625
1259357602179235841,50626
329323142,50627
20630397,50628
3551046323,50629
3115737456,45871
1469495965233070085,50630
32963710,43468
829700881478250496,50631
1435591662428958731,50632
1500058608691724290,44056
1188108912,49927
2178268419,50633
486027045,50634
1497709440497242120,50308
828319320224706561,50635
919915692375330816,50636
261800761,50637
1478636501542088706,47523
804228265066057728,50638
868268404318257152,33731
2484314030,50639
1248453468064370691,50640
2182035036,50641
1944921799,39630
1266814420094779394,50642
1497965152494358531,49817
855887124561833985,50643
149306759,50644
2163164171,50645
1406568380,43643
2239746757,50646
15133245,50647
1300397816473362434,50648
1180313846289854464,50649
1500242066705633281,50650
982467156,50651
4096580729,50652
4228403298,50653
955173846927093761,50654
1486452510508396554,50655
52016801,50656
1481125900058251264,50657
1359024248245862402,50658
130807901,50659
1265409034489786369,50314
847177268,43522
1470650892001046528,50660
1452032128267522048,32352
897895526720446465,50661
1047223128303308801,50662
1397500711450124289,50663
3669911,49803
881905099752263680,36209
416956937,47725
247317016,49880
1499977495235506178,44970
279131342,50664
3927776057,50665
271764643,50258
1469408128240431112,50666
728478923361636353,39072
858633513033248768,50667
1534675987,44731
1437460740621938694,50137
266010126,50668
2172537020,50669
1499937836275056640,50670
951958447641243653,50671
2387341950,50672
2918864643,50673
1287028105974972417,50674
825359465826353153,50675
1618615758,50105
1166381062248783874,50676
29059784,50677
2338466790,50678
1512304602,50679
501121280,50680
918431005,50681
224524553,50682
819394386710630400,45751
1493668488665251843,43729
532399154,50683
1242393046769192961,50434
944548421381382145,50684
839770693336096768,50685
15794515,50686
1162109885405900802,50687
1202247398598332418,50688
2657381551,50689
952427570,50690
1278660631420436480,50691
1359457747461410816,50692
3887555481,50693
259510473,49847
1359552759079587840,44019
1126914089115103232,50694
1181436953461284866,50020
240179759,50695
969712190,50696
3006841421,50697
1499681868442128387,50698
450556892,50699
3107762179,50700
1246818787464286209,38847
188376415,50701
796933116619264000,43730
1314541590602489857,50702
1320784616274481152,50703
1498068937833017346,50704
703431152653041664,50439
1019728915156295680,50705
749280629716496384,50706
1213277714662080512,50707
1249668101114703872,50708
1498272046488469509,50709
1014466862296399872,50710
604675626,49828
2893219468,50711
1926108290,49771
1457639463912361984,50712
399262290,50713
1410710038151323655,50714
1500099840876941316,50367
2305487584,50715
1408972092289191938,44422
3226372049,50716
1213274423064547329,45801
944347802,50717
62780180,50718
3690561734,50719
1282648416762437638,50720
701265511,50721
1059378081251569665,43834
23204736,50722
115957163,50389
3322163802,50723
1127153256,47745
1500121061119123460,50724
1010480340,50725
45591108,49811
782916077814685696,49811
1500164789028495369,50726
927568883212521472,49864
1388657165163012097,38540
1407194285590519808,50727
4830710909,50728
396667365,50729
2590312885,50730
817501985406615553,50731
1370925980,44851
1371296616171372544,47122
1500105006753763331,50732
1499319934161199104,50733
816570300917760000,43470
2578202111,49830
1308705908336320513,50734
1205543366978605056,50735
856123072402870274,50736
1189154351849332736,50737
2612790097,50738
434964665,50739
2300891244,50740
1499985324575014914,38847
265535152,50741
1491460390655434759,50742
1076819223572348929,50743
1149589969519775744,50744
15748554,50745
1437165813627342848,38319
1101574261444132864,50746
783056714388078594,50747
2728249131,44419
2798409001,50748
456120023,50749
748591115645779968,50750
1472569721891717125,49940
1466501465384521731,50751
523868740,50512
1243896789746491398,50752
538804310,202
1002089623550676992,50753
1242250326696030209,50754
1270673098493300742,50400
1184831003266867205,50755
15639075,50756
349988983,50757
339269625,50758
83014575,50759
950741637512286208,50760
1495819696725274635,50761
1196002077824225280,50762
2832391588,36209
932296406643167233,50763
3187876023,50764
1372939225662914561,50765
1479185671705317383,50766
1946244720,49804
1448862177566339107,50767
2323496938,33260
1398498885778034690,50768
493234169,50253
359958353,50769
56640288,50770
477941480,50771
1356079342187667457,50772
807905664655822848,50773
1058739758673858560,50250
25852615,46510
219661916,50774
1274984845,50775
1500227225563586560,45087
19300543,50776
416784443,50777
2189194941,49950
219004059,50778
306259657,50779
1008523714969755648,44462
2877111728,43834
1172654034278371334,50780
1135155874480185344,50781
154433522,50782
2308801603,50107
261230905,50675
584834521,50783
49255664,50784
118773618,47743
1112729589170593793,50785
98163061,50786
1354331450187902976,50308
2331807491,50116
364222000,41137
717629448577818625,50787
1259357602179235841,50788
269581983,50789
826160552812609537,50790
1247780050960699392,50791
249748390,50792
866319852381679622,1123
771845959697530881,50793
1392911786173677569,47357
472937798,50794
1269250155188011008,49950
208917350,50795
4028636871,50796
1464533894250835968,38229
1236028469865320450,50797
2618138765,50798
41578622,50799
782889396848631808,50800
2819744018,50801
2701072316,50802
15431825,50803
195350949,50804
20066683,44942
2540607781,50805
883011103,50696
106538919,50806
1322565828387213312,50807
2978821630,50808
249598988,49826
1412853076453646338,44775
1442612133984825348,45652
510786998,50809
240400093,36209
1482385725853253643,50810
551650362,50811
1278628323753631744,50812
1352684964098277379,50813
1498672784607944704,50814
1392692244314996739,50815
574008020,50816
1333329776,43712
21998633,50817
1383647425,50818
2520789810,50819
714743081774538752,50820
47564351,50821
1401469123834511361,50358
747148865527128064,50822
68744660,50823
235529423,50824
1412221972105334785,50825
1145065562592219136,43644
167884870,50826
1396525952566538240,50827
51480019,50828
952099890712125440,50829
42597957,50830
1728258535,50831
2822011228,50832
1690595816,50833
171198826,50834
145278249,50835
1498939397500293130,50836
1194614697321877506,45210
1263147014499504129,50837
1499787070683942917,45469
1566404184,50838
1608406928,50839
120820594,50840
2240368878,50841
987251416392663040,50842
940918341295730689,50511
2239716348,50843
815960965753831424,50346
362589018,50844
1234136458287599616,50845
52675147,50846
855498692660535297,50847
2570771308,50848
259623731,50849
972851747294273537,50850
1411395765600018434,50851
853166560470499330,50791
42055334,50852
1262334454837719040,50853
2934239943,50854
1209256624826785794,44067
265494725,50855
99802843,50856
1218946952924213251,50857
77696645,50858
2581561934,49842
1498925203832950786,34314
541455306,50859
1257991262273245187,50860
2302134854,49936
1445638955492253699,50861
1500255913378209795,50862
236419194,1220
912577336331059200,44024
2602176076,50863
243989346,50864
1163215290,50865
1307233149865394178,50866
944597342342103040,50867
