userid,textid
1660703011,66423
2650933676,66424
2372526998,64186
612698648,66425
1500027168021426177,57182
880358297878003713,66426
1196799043537702912,66427
62757067,66428
1108019726502879235,64030
145048653,66429
1004623333,66430
1479212784676225027,65674
130159767,64083
1044811147,65135
77254498,66431
632355795,58302
730080191297523716,57182
1184779822557487105,64438
1175154368716390400,64030
272059290,66432
89319056,66433
99686746,66434
1499714366337343490,66435
1039175527431630848,66436
1045976040877756421,66437
256212855,66438
753153806599323648,66439
186591584,66440
1499372713185628169,65352
1436949249078579203,63899
25489975,66441
632636185,66442
24115201,66443
2226670256,66444
869818514,66445
1117185524685594624,66446
2173914402,66447
36656007,66448
261364499,66449
1449238332924481541,57493
1277235049834745856,63991
2273863006,65383
1477421256219803649,66450
115658494,64295
1440325607351488531,63771
3127244344,56866
124418093,66451
3334587148,64030
463766278,66452
928054018731053056,66453
938891338531180544,66454
1493015760507125763,65968
3390765359,66276
1075771813,56866
1354586812262576128,50382
2579051118,58721
1416080101423394822,66455
3351040515,66456
1466120469573218310,66457
1212781559595454469,66458
1232122417750794240,66459
1243606257472286720,66427
786214519160705025,66460
114249154,64065
1500806205538766848,66461
872493301882028032,66462
628808696,66463
1153142715829407745,66464
112798851,66465
98373516,56857
1489671199240110091,66466
2958906245,57447
35900881,66467
578511692,56866
1252133816405299203,57566
766977593388195842,64299
1279331505026859009,66468
865363591523729413,66469
250051006,63970
809854452022865920,66470
2149275014,57182
482947076,66471
1155004464455012352,66472
2726447790,57637
883679685934272512,66473
1223894278633664515,66215
1238323358158077952,66474
34893600,57194
154595754,59063
95496943,60594
872606272947933184,64645
39522916,66475
1457054937070899204,65038
3025630209,60640
210251636,66476
67335806,65818
18577926,64686
1369988797472137218,66477
1448732492115046400,66478
99498555,66479
20491991,57058
853640815025033220,65288
881988558428323840,66480
1453780604709965835,63969
118680476,66169
279176310,64774
2496558824,66481
1455010590632538120,64100
831905795797315584,56857
3365340173,64375
2424639619,66482
2414948840,66483
1293304316778995712,66484
164003074,63773
1427553334009999373,63830
972851747294273537,66485
63794926,66486
1500337150436560897,61051
1105873364185477120,66487
15230159,66488
1421912302819893249,66489
60012847,66490
22952167,56866
564412715,66491
1064841851537162240,64065
1521054566,66492
793818584740925440,66493
105394274,57036
1483759423956922374,66494
275597516,66495
721990487687573504,57056
204534037,64133
1216550422191587328,66496
26027596,56866
81781162,64375
1040429468047761409,64375
1258492564052889613,66497
1466100729999986690,66498
769125871764529152,57096
1901064403,66499
226916822,65222
1238626245841166337,66500
34604532,66501
1060731096,66502
1492601051136024579,38229
963859139150610434,66503
515359633,57182
1496982397698592775,66504
784496896870014976,66505
1359256715808669696,63866
809394873652703233,66506
181592477,66507
1436030786025705473,66508
1024657459984490496,57182
1484167231336497152,66509
1333418620291059714,66510
25152423,56866
1470691792857309184,66511
1232431948779229187,66512
563549001,66513
45473645,66514
4881970084,66515
2763910490,57182
574413097,63861
1485375633089867778,66516
787774580,62573
278221740,66517
8052182,66518
2959772663,57182
1490591854164942849,66519
1441408768529604611,66520
4529082981,66521
17031934,57099
474277183,65564
1186290850323677184,61418
635347290,64352
916778612568752128,65003
1402818627531804675,66522
1081507120409919488,66523
1462366328090677256,66490
1496947213276221443,66524
1030447595368468480,66525
1467150826464546816,65285
3288150466,66391
1486741488717504516,66526
159677342,63829
1088243137875718146,66527
7154382,66528
964719079,66529
10469882,64496
1470703565958262788,66530
941272142460719104,59545
4110077235,64611
1368527003817816064,64947
502436036,57099
1496499579495268366,63771
1443873189352906752,64278
1497510524539576324,65696
3510223646,66531
979200358269386753,66532
1497554941027794947,39373
1499691992724484098,66533
25143847,65407
2590145787,66534
4891952860,66535
35011793,57182
1362890611,66536
1260641373604114433,58151
1493324042719436804,63834
455574107,85
963050848971579393,66537
31114222,56866
1411713325377916929,66153
295899318,57244
2426277074,59035
22547666,66538
1220298920707809281,56866
1355496326310612998,63834
1499431293154639874,66539
2625571,66540
1069522848,66541
1346305905042796544,66542
704891292040437761,66543
1162107842326872064,66544
923442225161306112,64432
2985114866,66545
391922304,56866
1289574314879127552,66546
1119122147773837313,66547
106190821,66548
1382107261192048650,66549
1497965432409624581,66550
434048606,66551
1218298624066584577,65875
10326652,66552
1494707065612234752,66553
98986981,64360
798129491642032128,66554
3252917114,64030
1349741470622867460,64177
1435101744774598658,66555
257221975,66556
328679991,66557
256408586,66558
1212992363624194049,66559
834672494,64278
1137744126085148674,65019
479361307,66560
1402037078091878400,63771
911238149816365056,66561
40685895,57058
295193940,56834
2573343199,66562
1593720985,66563
1288867202,66564
258638699,66565
938746976,56866
827122952336502784,65674
2973725547,66566
121117242,57527
1490614077445574662,66567
887600980476522497,66568
1401512066914082817,66569
67246782,63830
1481144261613662216,66570
259734564,64464
4481891547,64323
2516564576,66571
1428888053917962247,66572
885705131362332672,66573
948678736311930880,59905
1213167953807470592,66574
171909982,64982
619861729,66575
1197961849314168833,66576
2453069245,66577
38725227,56866
497380090,61455
1072825062091317248,66578
1409203243641671686,66579
1499453712,64959
524858491,57182
3044833122,57182
216685529,66580
2420916513,66581
1632108271,66582
447453738,66583
396736720,66584
813601451771621376,57182
1292126678,66585
106039951,66586
142235423,66587
2887713523,66588
879061340,66589
1404875130296324102,66590
952111279233118208,66591
1500763454059479040,66592
1426267376836874241,56871
1244324783841521665,66593
135428207,66594
1499763123603050497,66595
951545291429249026,66596
1056166566176403456,56866
151539920,66597
176283049,57182
1475154383444664322,66598
954845582706774018,66452
1488880748165668870,63825
59572058,66599
48353080,66600
1414708713433276417,66601
2200735681,64686
3119615579,66602
1432172530018754562,57099
1234426191723008000,57099
955325949117005825,66603
22128223,66604
159807386,65839
1142456914212773889,66605
954814740311826432,59634
1377302048929153024,66606
611822095,66607
1026764219600068608,66608
1363963246529675264,56988
2829591051,66271
29524966,58302
632004762,66609
993110322385858560,66610
15605014,56866
26780671,58451
1454807047132831748,66611
233899475,66612
1495218419200933895,62942
3032381709,156
1346782752813830144,66613
955095375999918081,66614
978244777819983872,66615
3315750811,66616
135138848,66617
727260470525222912,56866
17734801,57182
364883000,66618
1449881648779169792,66619
603048587,66620
1399524981751488515,49741
52571677,66621
81781162,28074
838443635926519809,66426
2293854824,59962
836709230,66622
1497909337993498627,66623
1500963779575795726,66624
1500705402627006467,44575
1368304555625185281,66625
41640151,64375
1157686658382389250,66626
1378210155662245893,66627
1390254751,64101
1461660395525971968,63899
20826640,66628
626288465,63772
17672825,66629
916006729476911104,66630
1874798778,66631
1499854614430167044,66632
1128177311872966658,66633
1456918105129619459,66634
1450369832088576000,66635
3104327725,66636
1493616050713288711,63834
332281035,66637
992381578859941889,64030
1017715306859565056,66638
1118231150647042049,65818
894545996176293889,66574
877134888025161728,66639
491077891,63773
1377506948006952961,57182
3010340212,66640
1010199575297224704,66641
2208844512,66642
261895053,66643
1495357616473653248,59297
1010853459350958080,66644
1480124825385385986,66645
1496621404049256448,66646
884733249645314048,59538
914911805385912322,66647
1425049597932675085,66648
1356217432881283073,59910
182093608,66649
273301391,66650
936377724,66574
1154850759315509249,66651
957908944902545408,57540
388468397,59545
1177136169416450048,56988
1235631080931299329,66652
957610679380463618,57182
4691720372,66653
1070120764882309120,63830
257201262,64299
803707916595367936,27944
742963766615248896,66654
127269379,57182
42247052,66020
21685155,64063
2678171310,66391
1004748617691758592,56866
142021788,66655
1378508774558797824,61455
1230103921701597184,66079
3886256781,56952
1419686552133902337,66656
80557178,60435
1427700907836420097,59237
342036272,66657
1201077311522652160,66658
771371629532344320,64342
1328827758982606848,56866
119605179,64075
1326108412673892352,66659
265569779,56952
1310287009525702663,66660
286915439,66661
1497608832142426116,58451
1312712538241544192,66662
2951601697,66663
2899617413,44844
972851747294273537,66664
728364348071022592,66665
1280883036213706763,65316
99879004,56866
332321639,66176
4874487110,66666
1484186489332191237,64030
1496772355724566530,56966
400140415,57182
2453069245,55890
1231930773151866882,66667
43258164,66668
1301636681565601793,66669
1046958384082169856,66670
1392228294200905728,66671
1139189486,58449
709740262,66672
134139167,66673
805339077973155840,58022
98685969,64253
1425241176559415296,56866
940234597165445121,66674
1462917872603353098,66675
44337583,63927
1181436838277312512,66676
63704150,57182
1156784420,57058
3231863440,59910
2917237834,66677
50602482,64751
1338111704874573826,66678
167596831,66679
1537926380,66680
422,57182
1197983394958848000,66681
768466294127472641,66682
892662248715452418,66683
1383100285636198400,66684
963551156596301824,56906
1248759402,59146
1437807154149404676,66685
1499742051881173006,66686
1318943799356293127,66687
1295456970049118208,64030
1456742327112777729,64524
1469405862741659651,63771
1434799589148745728,66688
331861696,66689
1490728285764042753,66690
912746399749562368,10337
17325135,66691
17538484,63775
1335631870172729345,66692
247347135,59339
1110000088905072641,66693
1126786813,66694
2694543433,66695
70689698,66696
905513200027885570,66697
317778735,66698
204510072,66699
50981470,66700
1472373701790560260,64010
1593224094,59611
14457811,66701
2860965223,66702
1460906252884709376,66703
1488272833675419652,66704
1500237316153085952,66705
293640115,56866
574681599,66706
254541171,66707
2882084257,63991
802754359,66708
1264867125514174469,66709
716675424550522882,64375
3098710146,66710
17682957,66711
630437724,57182
1498808831211872261,57182
1497147935741652992,66712
2958429262,66293
1499712240315949060,66713
1492458906513072128,63771
1146840626417328128,66602
73803494,66714
1334654385863811072,66715
405537061,66716
483807769,64028
1216550422191587328,66717
1121022102402945026,66718
24911207,66719
29538893,66720
444607631,56988
14498633,56866
1955120858,65890
2535065565,66721
1499739611668652034,63773
297578124,56911
292428304,66722
31178353,56857
63466231,66723
2662585616,66724
1380880484394270721,57096
894137670,57099
1234897658407456768,57229
1497359263374745601,66725
3036007689,63929
1487074179677622277,64099
1151232841956696064,54378
1497775530808164493,62849
1046887065949016064,64162
15535963,66726
808520512276201472,9319
3397102306,65564
526281006,57182
1178400782862946304,57182
3082546368,66059
1023755850459045889,64030
906243405495377920,56866
536536218,45663
181118830,66727
1105100392730451969,66728
1134400806671675393,28
19948435,66729
464167391,66730
541723838,56988
39945157,66731
1280573561816702977,66732
1426221637398040578,56866
2162548866,66733
1471950675126927362,66734
1486668834199199747,66735
827446204241842176,56968
975689925600399360,64035
333754940,57182
609005678,66736
616342136,66737
19523962,66738
269750534,66739
397387641,156
22756089,66740
226335804,65281
1282738004851752960,57099
1355247557773955073,66741
708674542835798016,66742
47646738,66743
159478825,66744
1160113082607296512,66745
1280207739353018368,66746
1479363054,63773
1447269877300043778,66747
2998154515,66748
1144454265940746242,56943
1222574921076723713,59339
1494612325571211264,58451
1498613297121497091,66749
1434048934033375233,66750
810931540612042752,64375
235525449,66751
753153806599323648,64894
1197243258616852480,65376
1190975153737551872,56988
1224566569319239680,66752
759155531332390912,66753
748976750076518400,66754
1085447858969501696,66755
722472255893016576,66756
2779734295,64333
73797677,66757
1492645478290399235,66758
3068737030,64489
87954351,66759
2242699961,57947
1497129677751738376,63773
1276040384833974272,66760
1468965221091790854,66761
151604278,57099
710812679695417344,66762
1571254838,65747
47051107,66763
2221493848,65189
2271425441,63789
2727049920,66764
750360169,66765
1433728814580969515,63773
2802755405,64375
19643448,66766
348028734,64100
810083256,63899
1071480601553838081,65696
22527901,65651
807781572,156
41700167,66767
1498326162136834058,63875
989264100,66768
1913668014,66769
4148112737,66770
1319163099124027392,56988
1100015693058269185,61395
331198653,57182
1392228294200905728,66771
1104792411144941568,66772
1500511370252787715,66773
135042710,64285
1216565324,66774
3187473111,66775
1497038754128834593,66776
2879829142,57886
1402037078091878400,63771
29953807,66777
2854922843,66778
1541439595,57493
4183856782,66779
1664347170,66780
409425134,63927
1465594715735220225,66781
3081604406,66782
2236327369,58572
1102561081011159040,66783
1153555641245622273,64099
759218015019859973,63927
828108643388108800,66784
1647503178,66785
1255403418375589888,65452
2803325717,57182
278701260,49718
1050042517541085184,56891
1431229014765494276,66786
2969405391,66787
937364727843512321,66788
1107330831662698497,57099
1435832268019404806,66789
29718910,66790
49117120,66791
398258837,57182
1461350687661445140,66792
268119793,66793
1891802599,66794
1364664072646451200,66795
1499023886989631494,66796
1007985749948616705,66797
89061595,66798
1268557423649992706,66799
1709901096,66800
74178943,56866
1231820919053725696,66801
886889483815313408,66802
1466535526731767818,34480
33592589,56866
394346382,66803
2557178948,66804
1498584870175526914,66805
1496982397698592775,66806
1160450900151943168,41010
142302241,60467
261796022,66807
833183401062522880,66808
1420846423885680641,57391
394346382,66809
162327121,64188
119388440,65702
855701996753608704,66810
385717299,66811
1421574135143149568,64849
757336837719465985,66812
2171917774,58694
449557407,66813
837445424193626116,65061
4106281413,66814
78391688,66815
1293094449438916610,66816
1107601056,56866
1093995707743256576,66817
56357325,63957
1500815966900559873,66818
1441796579812204552,63771
257387729,66819
786559574,66820
1319582940347559937,56866
1393695278,64030
1269990092,66821
1355719657366433798,66822
1899097753,56988
1417257775000850434,66823
238034947,66824
926613416382476288,57182
612253780,57182
861264852903501824,57272
898892510285750272,66825
399703621,66826
1345454468,66827
1166264285267464194,66828
2440607929,66829
1338128257250717698,64045
173637034,66830
1385520235453849600,66831
1334177588,66832
52683525,66833
1493184910236000259,66834
1483881605928214530,66835
1282648416762437638,65378
55389635,57182
701223795986554880,59512
608950066,33208
1480971563444981769,66836
1353426028975312896,66837
1217495246612979715,66838
2794522549,66839
1463153672729288712,66840
3449900713,66841
1392810226236248064,63875
1497614571808473092,56866
1085291572588097540,66842
1500783764322070530,66843
1500171488342822912,66844
947225805087760384,66845
988876437213065217,53107
971474449164853248,56861
1328442867120037895,66846
890544843931475969,66847
888671866558140417,66848
483873495,66849
363295729,66850
1102292955761704960,66851
1331171786000461824,66852
1226749602440908800,58591
899540702018785280,66853
793029447511408640,66854
1390681921856937984,66855
2802201405,57182
27367263,65723
1217917146421960704,66856
1255722055393087488,66857
853504799681261569,66858
1299270387667214336,66859
1475918929734287360,66860
936921844619280384,66861
1681114770,66862
767803314,57182
273331562,66863
1469472780101951495,57182
1499759339401326592,66864
273819343,66865
1498156972859969540,66866
69621839,66867
440322007,66868
1376757924719132672,66869
1035883606181392385,66870
1398671565655621633,66871
1496902604378767360,66872
601420868,57182
1332219915051225088,66873
1492784102663196672,66874
2625769556,62945
1371613018480590853,66875
1174371218843164672,66876
259637651,66877
175781542,66878
1483850415485890560,66879
4839064522,61051
125926649,66880
173594616,66881
1166689233970614272,66882
1394395468151545857,66883
85358397,64351
1258689253732757506,65038
1492460968693092354,66884
1276966069312290816,66885
3467389216,66886
171909982,55162
1374167930200592386,66887
2563960658,60107
1250489873376706562,66888
1497599579235053570,65930
1432793622034984971,66889
753694909,66890
1158914075105120256,49724
1339976335951880193,66891
2819647851,66892
1365192270,66893
1386666673202204681,64477
1008682617372278784,66894
1244588319662641154,63896
279140617,57493
2863269233,66895
827206990778789889,64033
432883951,66896
1496615273809555459,66897
1043650734665990147,66898
1342615501915222016,56988
1663388238,57182
1427171421546061827,64024
1935322771,66899
1832502638,66900
1459181473559416908,66901
123080934,66902
1172517098343583744,63659
245287393,66903
2976517233,66904
1151226747087667200,51713
731041738085695489,58514
1121751235785318405,66905
1209443726,66906
17545473,66907
1010468647,66908
1455930500305072128,66398
53047866,66909
1388191667073650692,66910
408710074,66911
1094579073517580288,66912
291785111,66913
1409271,66914
1365755194911428608,66915
602549540,66916
1418435748290695169,56968
410640607,66591
106704735,56857
1187796270699683840,66917
1233139296296669185,56769
3355689478,66918
45830906,65974
1249648402989711360,31325
1171096048804290560,57917
984505948508119040,60594
1271321986438848514,57493
139479547,66043
114955534,56966
21437364,66919
1313092640963997697,66920
1263035263,66921
2233536302,66922
1491089608154796034,66923
107080172,58302
431870944,66924
1289592995235483649,63765
1490184335663800321,66925
31264550,56866
1397384564704694277,59167
4256702655,66920
1207332489569751040,66926
540054403,66927
1179876057635266560,64466
879245518001627137,66928
331111579,60057
231520553,66929
1397354132067930113,57182
1473497928908029958,66930
1871707098,56866
1416770313937846277,66931
1048799514872573952,66932
1284086617,64688
1206208478295011328,63897
375179336,64101
967746907413073921,66933
97863560,66934
1346818118895742979,66935
4845601733,66936
1350522132686643200,65275
1100632684198592512,43841
62003144,65380
1497366146282106886,63771
2215614368,57182
1480170016821547008,66937
1446304641348784129,66938
1496945646296838148,66939
1468940061093810182,66043
4289981,66940
1500136685526556678,66941
221380529,63569
39565575,66942
1463498609228333059,56866
1497193880063721473,66943
747726569376866304,64375
963085579,62445
1418952292527710211,63029
1345444367465635840,66944
798100116271931394,66945
2901416031,66073
16203488,57694
349172893,64895
74461977,66946
26987015,66947
295063151,64253
1276092884702433280,66948
48334852,66949
1442948474455134208,66950
1497711262213488648,66951
9927902,66952
1438341550216417285,56968
1075516157665443846,66953
945625345734127617,57182
1416783732804096002,66954
3595831756,66955
1316757380856795136,57182
957717164420747265,66956
3251602545,66957
3998334019,66958
1314671576089063429,56866
1158919762040066048,66959
1113946270303969280,66960
935514897265414145,66961
1182796388792459264,66962
110265772,66963
362611279,66964
1497395866000588805,65809
297797450,58775
12487682,60299
1500715102269493248,66965
1407430775881056257,66966
1137058808,61051
2557387452,56988
1158105714629533698,66967
1217653160535187456,66968
1496458027108638720,63771
865026248,65407
923852724,57099
1479371086726713344,66969
871116008,66970
803841721624887296,64351
59833,66971
1369033038148100098,66972
28594194,56866
1446556543709683712,57056
960526116816674816,66973
341558515,66974
1069935856826400768,66975
758231348616146944,57182
1174668703469719553,63680
117356792,57182
21388395,66976
1500746067582803972,45087
1499723279149539329,66977
376358733,66978
970299846,65633
4419720675,63750
519921666,64315
921510055,66979
1379694268541964288,66980
565381151,63950
3328688975,57182
242352871,66981
68273653,66982
1304716118087659520,66983
30279620,64185
16428036,66984
747917978,58302
2353938524,66985
1242859757486080001,66986
756579313147908097,66987
1500623759694249989,45507
384566117,66988
270921976,66989
68971153,65280
2356127598,66990
2380877786,66991
285128916,66992
962714571428343809,64079
501114639,66993
4730925312,66610
549999923,66994
1378087584,66995
4678134630,65076
18967454,66996
1496042304901193730,66997
1498342080787193856,66998
2468314369,66999
64974706,67000
1111531231718584320,65697
794314970,67001
1039122331,67002
780289382,67003
1461449777091067915,67004
963349038673391623,57363
1135649394370457600,57182
1288369620865257472,65953
566873971,67005
1432233584786509827,65693
878279903199739904,67006
941295931227598848,67007
3299147397,58548
741258932,67008
836573844357906432,67009
1293875382077153280,63267
1266463067472183296,67010
1103393680021434368,67011
2784705250,56988
1101569824701014016,67012
1324320612085616642,67013
1491089608154796034,67014
4192961459,67015
975907760511438849,67016
1016830345889701888,67017
803744895810867200,64422
406320967,67018
970631672268980224,67019
183235748,57012
1377734709191569410,67020
1425061482195193856,65599
2821103357,67021
2238650904,67022
358358755,67023
25049056,67024
1391764124,67025
1027009515567439874,67026
1491499151246434305,57735
760840534495821824,67027
1499063469433405444,67028
173640354,67029
2245371553,64776
837176796,67030
15183955,61454
194840587,67031
2193752173,63999
1305914020881477633,66704
1456832417608736768,67032
831976585637031936,67033
1498071751464562692,67034
1498293848400965636,33208
319985560,65158
1365973992499208193,67035
1188352243319197696,67036
1941753763,67037
132229080,56907
831668006912528385,57182
1216045167632887808,67038
2162765209,67039
357592546,67040
918733847579283456,64178
283179898,63776
1487628633040896002,67041
436894338,66800
51509931,56988
2358049261,63991
1499531816939798531,65264
1499082102335279106,67042
458535049,56866
1471610065836728323,33730
1401320954530250756,67043
22763983,58302
58432733,64751
1496544689608142850,65877
1241372881554157568,67044
1347396338581790723,67045
1194382048003272705,67046
1414473864474775555,60599
935815418,65062
2742804534,67047
855104163038076928,67048
2317329480,67049
1353787344940199936,67050
1861952875,67051
397239832,56857
268308554,65313
2707214500,64438
102639230,67052
145773295,67053
1384787369610694657,67054
342563323,60441
1323090408730062849,57182
436692803,62032
455705344,63991
2383413742,67055
1176203184794144768,56866
731157272,66800
1208149484452139010,67056
2339616749,67057
1398991730175774724,67058
2764458266,64872
1497310687579754496,65157
1203154697437114369,67059
1161281124162842624,64319
1003738509805486091,64902
197156468,64215
1376860609896185857,67060
3037706426,61889
361858314,58302
1322119275738529792,67061
3033202661,67062
1426210637022121985,49842
1323763247917473792,64410
2421454984,67063
144907880,67064
900087061,57182
324510272,67065
22240612,67066
558982538,67067
1498220784841641996,65850
1420904528556216321,64296
2923578269,67068
110076250,63772
1375371713580531714,57182
1147880567037284352,67069
284252686,63957
1062673008937103361,67070
1241410409489465349,67071
153177381,67072
772798080,67073
615152166,67074
848166279991132160,67075
4842678640,32592
880008290,67076
1476825390027091972,64776
1424227728,67077
73679587,67078
1460760040487403525,67079
1154758970,64502
1224513004206788608,67080
1324917669297000453,62443
2997758448,56952
236518955,57182
1314867202085072903,64342
3919181425,67081
58745083,56866
2208885679,65786
185154707,56857
754067762893520896,67082
1492107950357364737,67083
1545053600,67084
1498973278744031232,67085
1190537160543391744,64688
1340728477792817152,67086
1441629242911965189,67087
862020667,67088
1133521070437404674,56866
31728646,67089
21208454,67090
871261627517108225,64895
1486252191715405825,67091
761502685,67092
1073676020,67093
262471030,33236
1369550502527123457,67094
17362337,67095
1439346001643462657,60594
19805682,58013
1194388827781111809,67096
910023300,67097
1469628756683681792,67098
437455251,64800
1306024520491425795,56988
149954544,67099
1940201959,63773
1150875046543548417,67100
88196314,67101
636188854,67102
268367223,58223
1401498482863599622,64816
390431038,57099
2576926363,50987
584382065,56952
1492530169256493064,67103
70584999,67104
1183694405988995074,67105
4440909147,67106
247619342,67107
1500713409725313027,39480
483051922,64548
763376117428301824,67108
1370270948,67109
1333669372947099648,67110
874955848275169280,66391
1438102594350505986,67111
4885898638,67112
4440930981,67113
955317114075787269,57505
11709192,67114
4702133172,67115
1165165577209622528,67116
369028288,67117
215608931,67118
1421616734969204739,67119
1297918321229205505,57114
1426560377773596676,67120
1195629172955238401,64668
3292716180,67121
1460771439620112393,67122
1485755164976095234,67123
129781642,67124
439237023,63927
1236303537358979072,66121
1201077311522652160,67125
13271212,61051
4834570759,57120
1420723740120322049,67126
1475458032217829378,67127
112879219,67128
811678514705469441,64496
734105873405071360,57182
117977372,63750
133164433,63998
1205196432959049729,59746
1415498269334122500,67129
2418397112,67130
1498332657901608962,55440
1263572873828085760,67131
1500663924777234436,67132
2798486046,65407
1372465419252953090,59378
278631309,56959
1350457485350592512,67133
1134018706894393345,67134
1280235828833288195,67135
845298282091962369,58635
1500617786057502722,57463
1373895936934506498,67136
838848677187837952,67137
3032030997,67138
1219727830986186757,67139
2501405546,67140
1386653585887399943,67141
917549534749720576,67142
1454738707941036035,56866
947032902,67143
1496497899441692672,67144
243568454,67145
2726497608,66873
1454417666744139779,67146
823307245605756928,64030
972619507,56952
1441933159017304065,67147
1295086482177372161,67148
2237225817,56866
14196792,67149
737764040479367168,67150
20230439,67151
946818023939366912,67152
1496186614736896000,67153
211925666,67154
1442605014849974272,67155
4188145335,63951
1047945958808539136,156
1039624709237817344,66198
1132915884144635904,67156
1337950824,67157
1314075060924284928,67158
4516364712,67159
350724025,67160
1228647684317290496,64650
42782011,67161
519747053,67162
4076767047,67163
704257307,67164
1449324312364785665,67165
919675792828792832,67166
709365243,64511
1267161222887157760,63875
146247028,67167
35428478,67168
1487039935978909705,66315
1497431396381388802,67169
312705486,67170
1415740788215005185,67171
2895913669,63951
569914335,67172
1357087658758070278,67173
217127668,56866
594114392,67174
1292565194095419395,67175
918456895307907072,67176
851804263,56866
3228292115,67177
816351726878019586,58223
804424518899007494,67178
962151851302023168,57099
838545110,57182
1338877056357183490,67179
1506057644,64295
3196310820,57182
1495987343148335110,67180
1445005090503503873,64606
1473486757937090560,67181
293270382,64464
73897951,67182
3926417657,63875
98747765,67183
1055988509012623360,67184
2306387537,67185
1237495796137897984,67186
945354472334688256,67187
320192599,65696
26887408,64365
1799131752,58132
1426159733090758661,67188
912383598828847109,56866
135066045,51911
1218744190047178753,57182
1412522744424579073,67189
1484035567843217410,63789
303913482,57182
1009452106871435266,67190
46060722,67191
2199168511,67192
1497208487671128071,64327
2321222420,59281
1305597956,67193
1500705402627006467,45440
1149103949280153601,57182
523290445,58132
961167372043333632,67194
18185798,67195
46104496,64686
1079084164794732544,67196
823599189804380160,62443
53901125,67197
1214447026001207296,67198
1300436926286032896,60593
1392445047728136194,66057
1476678243633676289,67199
3401254901,64959
1344022837,67200
2251679708,67201
253881843,67202
1032997759635390464,67203
49413044,58801
1416080101423394822,65561
957332820166348803,63345
1186628080858742785,67204
3425733261,67205
1494062983617847296,67206
290593287,66830
1429072044801642497,58302
2729324279,67207
958724508,65687
258401471,64397
1196396534130188289,67208
854815026,67209
1397943602899206155,67210
1149428198725378048,67211
860130218,63343
2198021084,65599
2195037001,64444
1499042713127292930,63773
1348558309708636166,67212
1479141986250764289,64176
1400649948081782787,67213
1228648136,67214
473325600,64375
393423439,67215
1370228738722516996,67216
1130506925379006464,62459
34716630,61051
447231894,67217
1314951327542206466,67218
2793371435,67219
492909670,67220
1495794569945890823,67221
1328059763079438337,67222
1413810734115573762,65599
992072373124857858,67223
1343553780110028800,64030
1496740913523134464,67224
1498630652882784260,64176
1055237338949959680,156
843422957246468097,67225
794481524,67226
31077930,67227
1373378805902020610,67228
3376126083,67229
42897305,56952
318433108,67230
2224013658,65544
2957742916,57528
272087966,67231
981566796011622401,67232
1451213099684536331,67233
1361027812413603841,67234
1212236174611238912,67235
1328802086973304845,67236
229534185,67237
896094262697316352,67238
1270331748505669633,67239
918122782961127425,56866
814838353,67240
1492921706352099333,67241
783046681,67242
1356229535306571778,67243
785642710669463553,56835
1494006925138219013,67244
107019869,67245
1239689173,64493
19230563,65313
4611827914,66034
1227002525578080256,67246
1241981116887625730,67247
3006835025,63801
1128634159738630144,67248
14304930,67249
591852907,67250
233310718,67251
738808555,67252
1325829287820275712,49950
31077930,67253
131796361,63932
82702607,67254
41396547,66655
221228990,56988
62017034,67255
4286776944,65412
1335631870172729345,67256
321589716,56913
729967507671552000,63896
1500806400074788864,67257
1194591899102961666,56943
1127163218877509632,67258
1462131586208518156,57194
97243748,63932
971058658716119040,67259
730949014829424641,67260
74703549,67261
359593854,67262
225372878,56866
1280289953570832384,67263
1065202791621296128,67264
793367160341094400,67265
47435872,67266
1499785955816923136,67267
1488726946364203008,67268
833634598810693632,63775
1433510313316466692,67269
1071844088,67270
76593802,67271
990917808954392576,66863
1497326293897170946,67272
247399641,67273
223659845,67274
42627979,67275
1348007409411903488,67276
2807997937,67277
1497603797392273418,67278
1108025382287171586,67279
1268121049759010817,67280
34705390,67281
4611827914,64422
1496289691255062533,67282
1486292637221072898,67283
758718599502651392,67284
1040647281589067777,66366
150722034,63749
1066780414839218176,65498
820250106,57182
1459672225196425217,67285
1423282153635278850,56866
625308244,64464
404561506,67286
950083639,57182
1142456914212773889,67287
1952158045,65985
830609674848313344,67288
748913816,67289
23769106,67290
1471188303793770502,67291
3327602098,67292
136609017,64058
511567290,63911
1284989810998800385,63346
3366001704,67293
1302616789348691968,67294
708843224,67295
1259015838142803968,67296
1082320471595507712,56995
1328430301454995462,56933
110297806,67297
2752465679,67298
323274654,64178
1500281731219296259,67299
107667199,67300
1497966742391300099,67301
603740503,156
1327190169246580738,65645
215933703,67302
262746003,57182
1277308038,66569
149112534,67303
933069412705472512,57182
2731905976,67304
1500131085946175492,67305
266090930,62065
958888262973689856,67306
4117757417,67307
1733356968,67308
1914301,67309
232634964,67310
36030461,63991
302062283,64030
1247591660072185858,58348
1079400873397108736,67311
1495863476937535502,67312
1008732132812914690,56857
995015561166901250,67313
40813384,67314
768881694179004417,67315
228581274,67316
1281882148614660097,58777
1492884620991418378,63834
873393733487783937,67317
982506039055716352,67318
3291874228,67319
99709086,67320
1202607768156418048,67321
50768567,67322
766627122085523456,67323
1149333295747993600,67324
788689315,67325
1413223289724538882,34360
1125345616152997888,67326
1558333680,56866
788924574033379328,49802
304007392,56866
265110044,61454
205960198,67327
120152886,63249
391564911,67328
80571323,67329
94236700,67330
